ItemKind	ItemName	Location_Row	Location_Column	Required	InputMode	DefaultImeMode	MaxLength	Tips	Enabled	ValidPattern	Text	Height	Width	GroupBox	ControlName	Regex	TabStop	TabIndex	MultiLine	ForeColor	Visible	Alignment	Square	MasterCheck	FullLength	CharacterCasing
T	変更情報_個人_記入日_				X		8	yyyymmdd\n全て西暦で入力。和暦で記載されている場合は、西暦に読み替え。	12XX0001							^[\d\!?$]+$	T	1					T			
T	変更情報_個人_氏名フリガナ_				AH		120	姓と名の間に半角1スペース入れる。\n拗音・促音・アルファベットは文字では大文字（例：ュ→ユ,a→A）で入力	12XX0001							^[a-zA-Zｧ-ﾝﾞﾟ\ $!?]+$	T	2								U
T	変更情報_個人_氏名_				N		120	姓と名の間に全角1スペース入れる。	12XX0001								T	3								
T	変更情報_個人_アルファベット名_				X		120	ファースト/ミドル/ラストネームの間に1スペース入れる。アルファベットは全て大文字（例：a→A）	12XX0001								T	4								U
T	変更情報_個人_郵便番号_				X		8	「-」ハイフン有、前3桁の場合のみ、後ろ4桁は0埋め入力\n前3桁、後2桁の場合には後ろ2桁を0埋め入力	12XX0001							^[\d\!?$-]+$	T	5					T		T	
T	変更情報_個人_住所ーカナ統合_				AH		120	拗音・促音・アルファベットは文字では大文字（例：ュ→ユ,a→A）で入力	12XX0001							^[a-zA-Zｧ-ﾝﾞﾟ\ $!?]+$	T	6								U
T	変更情報_個人_住所①_				N		30	大文字小文字を記載通り入力	12XX0001								T	7								
T	変更情報_個人_住所②_				N		150	大文字小文字を記載通り入力	12XX0001								T	8								
T	変更情報_個人_住所③_				N		50	大文字小文字を記載通り入力	12XX0001								T	9								
T	変更情報_個人_生年月日_				X		8	yyyymmdd\n全て西暦で入力。和暦で記載されている場合は、西暦に読み替え。	12XX0001							^[\d\!?$]+$	T	10					T			
T	変更情報_個人_自宅電話番号_				X		14	「-」ハイフン有	12XX0002							^[\d\!?$-]+$	T	11					T			
T	変更情報_個人_携帯電話番号_				X		14	「-」ハイフン有	12XX0003							^[\d\!?$-]+$	T	12					T			
T	変更情報_個人_勤務先・就学先名_				N		120	記載の通りに入力。\n但し、略された会社の種類は、略さず入力(例．株式会社、有限会社）　。また、法人名との間は全角1スペース入れる	12XX0004								T	13								
T	変更情報_個人_勤務先・就学先名ーカナ_				AH		50	拗音・促音・アルファベットは文字では大文字（例：ュ→ユ,a→A）で入力	12XX0005							^[a-zA-Zｧ-ﾝﾞﾟ\ $!?]+$	T	14								U
T	変更情報_個人_勤務先・就学先名_				N		120	記載の通りに入力。\n但し、略された会社の種類は、略さず入力(例．株式会社、有限会社）　。また、法人名との間は全角1スペース入れる	12XX0005								T	15								
T	変更情報_個人_勤務先・就学先所属_				X		2	設問回答に記載されたコードを入力	12XX0006							^[\d\!?$]+$	T	16					T			
T	変更情報_個人_勤務先・就学先役職_				X		2	設問回答に記載されたコードを入力	12XX0007							^[\d\!?$]+$	T	17					T			
T	変更情報_個人_勤務先・就学先電話番号_				X		14	「-」ハイフン有	12XX0008							^[\d\!?$-]+$	T	18					T			
T	変更情報_個人_勤務先・就学先郵便番号_				X		8	「-」ハイフン有、前3桁の場合のみ、後ろ4桁は0埋め入力\n前3桁、後2桁の場合には後ろ2桁を0埋め入力	12XX0009							^[\d\!?$-]+$	T	19					T		T	
T	変更情報_個人_勤務先・就学先住所ーカナ統合_				AH		120	拗音・促音・アルファベットは文字では大文字（例：ュ→ユ,a→A）で入力	12XX0009							^[a-zA-Zｧ-ﾝﾞﾟ\ $!?]+$	T	20								U
T	変更情報_個人_勤務先・就学先住所①_				N		30	大文字小文字を記載通り入力	12XX0009								T	21								
T	変更情報_個人_勤務先・就学先住所②_				N		150	大文字小文字を記載通り入力	12XX0009								T	22								
T	変更情報_個人_勤務先・就学先住所③_				N		50	大文字小文字を記載通り入力	12XX0009								T	23								
